Date,Time,Signal1_Name,Signal2_Name,Signal3_Name,Signal4_Name
8/6/2021,11:30:00 AM,0,0,0,0
8/6/2021,12:00:00 PM,0,0,0,0
8/6/2021,12:30:00 PM,0,0,0,0
8/6/2021,1:00:00 PM,0,0,0,0
8/6/2021,1:30:00 PM,0,0,0,0
8/6/2021,2:00:00 PM,0,0,0,0
8/6/2021,2:30:00 PM,0,0,0,0
8/6/2021,3:00:00 PM,0,1,0,0
8/6/2021,3:30:00 PM,0,0,0,0
8/6/2021,4:00:00 PM,0,0,0,0
8/6/2021,4:30:00 PM,0,0,0,0
8/6/2021,5:00:00 PM,0,0,0,0
8/8/2021,6:30:00 PM,0,0,0,0
8/8/2021,7:00:00 PM,0,0,0,0
8/8/2021,7:30:00 PM,0,0,0,0
8/8/2021,8:00:00 PM,0,0,0,0
8/8/2021,8:30:00 PM,0,0,0,0
8/8/2021,9:00:00 PM,0,0,0,0
8/8/2021,9:30:00 PM,0,0,0,0
8/8/2021,10:00:00 PM,0,0,0,0
8/8/2021,10:30:00 PM,0,0,0,0
8/8/2021,11:00:00 PM,0,0,0,0
8/8/2021,11:30:00 PM,0,0,0,0
8/9/2021,12:00:00 AM,0,0,0,0
8/9/2021,12:30:00 AM,0,0,0,0
8/9/2021,1:00:00 AM,0,0,0,0
8/9/2021,1:30:00 AM,0,0,0,0
8/9/2021,2:00:00 AM,0,0,0,0
8/9/2021,2:30:00 AM,0,0,0,0
8/9/2021,3:00:00 AM,0,0,0,0
8/9/2021,3:30:00 AM,0,0,0,0
8/9/2021,4:00:00 AM,0,0,0,0
8/9/2021,4:30:00 AM,0,0,0,0
8/9/2021,5:00:00 AM,0,0,0,0
8/9/2021,5:30:00 AM,0,0,0,0
8/9/2021,6:00:00 AM,0,0,0,0
8/9/2021,6:30:00 AM,0,1,0,0
8/9/2021,7:00:00 AM,0,0,0,0
8/9/2021,7:30:00 AM,0,0,0,0
8/9/2021,8:00:00 AM,0,0,0,0
8/9/2021,8:30:00 AM,0,0,0,1
8/9/2021,9:00:00 AM,0,0,0,0
8/9/2021,9:30:00 AM,0,0,0,0
8/9/2021,10:00:00 AM,0,0,0,0
8/9/2021,10:30:00 AM,1,0,0,0
8/9/2021,11:00:00 AM,0,0,0,0
8/9/2021,11:30:00 AM,0,0,0,0
8/9/2021,12:00:00 PM,0,0,0,0
8/9/2021,12:30:00 PM,0,0,0,0
8/9/2021,1:00:00 PM,0,0,0,0
8/9/2021,1:30:00 PM,0,0,0,0
8/9/2021,2:00:00 PM,0,0,0,0
8/9/2021,2:30:00 PM,0,0,0,0
8/9/2021,3:00:00 PM,0,0,0,0
8/9/2021,3:30:00 PM,0,0,0,0
8/9/2021,4:00:00 PM,0,0,0,0
8/9/2021,4:30:00 PM,0,0,0,0
8/9/2021,5:00:00 PM,0,0,0,0
8/9/2021,6:30:00 PM,0,0,0,0
8/9/2021,7:00:00 PM,0,0,0,0
8/9/2021,7:30:00 PM,0,0,0,0
8/9/2021,8:00:00 PM,0,0,0,0
8/9/2021,8:30:00 PM,0,0,0,0
8/9/2021,9:00:00 PM,0,0,0,0
8/9/2021,9:30:00 PM,0,0,0,0
8/9/2021,10:00:00 PM,0,0,0,0
8/9/2021,10:30:00 PM,0,0,0,0
8/9/2021,11:00:00 PM,0,0,0,0
8/9/2021,11:30:00 PM,0,0,0,0
8/10/2021,12:00:00 AM,0,0,0,0
8/10/2021,12:30:00 AM,0,0,0,0
8/10/2021,1:00:00 AM,0,0,0,0
8/10/2021,1:30:00 AM,0,0,0,0
8/10/2021,2:00:00 AM,0,0,0,0
8/10/2021,2:30:00 AM,0,0,0,0
8/10/2021,3:00:00 AM,0,0,0,0
8/10/2021,3:30:00 AM,0,0,0,0
8/10/2021,4:00:00 AM,0,0,0,0
8/10/2021,4:30:00 AM,0,0,0,0
8/10/2021,5:00:00 AM,0,0,0,0
8/10/2021,5:30:00 AM,0,0,0,0
8/10/2021,6:00:00 AM,0,0,0,0
8/10/2021,6:30:00 AM,0,0,0,0
8/10/2021,7:00:00 AM,0,0,0,0
8/10/2021,7:30:00 AM,0,0,0,0
8/10/2021,8:00:00 AM,0,0,0,0
8/10/2021,8:30:00 AM,0,0,0,0
8/10/2021,9:00:00 AM,0,0,0,0
8/10/2021,9:30:00 AM,0,0,0,0
8/10/2021,10:00:00 AM,0,0,0,0
8/10/2021,10:30:00 AM,0,0,0,0
8/10/2021,11:00:00 AM,0,0,0,0
8/10/2021,11:30:00 AM,0,0,0,0
8/10/2021,12:00:00 PM,0,0,0,0
8/10/2021,12:30:00 PM,0,0,0,0
8/10/2021,1:00:00 PM,0,0,0,0
8/10/2021,1:30:00 PM,0,0,0,0
8/10/2021,2:00:00 PM,0,0,0,0
8/10/2021,2:30:00 PM,0,1,0,1
8/10/2021,3:00:00 PM,0,0,0,0
8/10/2021,3:30:00 PM,0,0,0,0
8/10/2021,4:00:00 PM,0,0,0,0
8/10/2021,4:30:00 PM,0,0,0,0
8/10/2021,5:00:00 PM,0,0,0,0
8/10/2021,6:30:00 PM,0,0,0,0
8/10/2021,7:00:00 PM,0,0,0,0
8/10/2021,7:30:00 PM,0,0,0,0
8/10/2021,8:00:00 PM,0,0,0,0
8/10/2021,8:30:00 PM,0,0,0,0
8/10/2021,9:00:00 PM,0,0,0,0
8/10/2021,9:30:00 PM,0,0,0,0
8/10/2021,10:00:00 PM,0,0,0,0
8/10/2021,10:30:00 PM,0,0,0,0
8/10/2021,11:00:00 PM,0,0,0,0
8/10/2021,11:30:00 PM,0,0,0,0
8/11/2021,12:00:00 AM,0,0,0,0
8/11/2021,12:30:00 AM,0,0,0,0
8/11/2021,1:00:00 AM,0,0,0,0
8/11/2021,1:30:00 AM,0,0,0,0
8/11/2021,2:00:00 AM,0,0,0,0
8/11/2021,2:30:00 AM,0,0,0,0
8/11/2021,3:00:00 AM,0,0,0,0
8/11/2021,3:30:00 AM,0,0,0,0
8/11/2021,4:00:00 AM,0,0,0,0
8/11/2021,4:30:00 AM,0,0,0,0
8/11/2021,5:00:00 AM,0,0,0,0
8/11/2021,5:30:00 AM,0,0,0,0
8/11/2021,6:00:00 AM,0,0,0,0
8/11/2021,6:30:00 AM,0,0,0,0
8/11/2021,7:00:00 AM,0,0,0,0
8/11/2021,7:30:00 AM,0,0,0,0
8/11/2021,8:00:00 AM,0,0,0,0
8/11/2021,8:30:00 AM,0,0,0,0
8/11/2021,9:00:00 AM,0,0,0,0
8/11/2021,9:30:00 AM,0,0,0,0
8/11/2021,10:00:00 AM,0,0,0,0
8/11/2021,10:30:00 AM,0,0,0,0
8/11/2021,11:00:00 AM,0,0,0,0
8/11/2021,11:30:00 AM,0,0,0,0
8/11/2021,12:00:00 PM,0,0,0,0
8/11/2021,12:30:00 PM,0,0,0,0
8/11/2021,1:00:00 PM,0,0,0,0
8/11/2021,1:30:00 PM,0,0,0,0
8/11/2021,2:00:00 PM,0,0,0,0
8/11/2021,2:30:00 PM,0,0,0,0
8/11/2021,3:00:00 PM,0,0,0,0
8/11/2021,3:30:00 PM,0,0,0,0
8/11/2021,4:00:00 PM,0,0,0,0
8/11/2021,4:30:00 PM,0,0,0,0
8/11/2021,5:00:00 PM,0,0,0,0
8/11/2021,6:30:00 PM,0,0,0,0
8/11/2021,7:00:00 PM,0,0,0,0
8/11/2021,7:30:00 PM,0,0,0,0
8/11/2021,8:00:00 PM,0,0,0,0
8/11/2021,8:30:00 PM,0,0,0,0
8/11/2021,9:00:00 PM,0,0,0,0
8/11/2021,9:30:00 PM,0,0,0,0
8/11/2021,10:00:00 PM,0,0,0,0
8/11/2021,10:30:00 PM,0,0,1,0
8/11/2021,11:00:00 PM,0,0,0,0
8/11/2021,11:30:00 PM,0,0,0,0
8/12/2021,12:00:00 AM,0,0,0,0
8/12/2021,12:30:00 AM,0,0,0,0
8/12/2021,1:00:00 AM,0,1,0,0
8/12/2021,1:30:00 AM,0,0,0,0
8/12/2021,2:00:00 AM,0,0,0,0
8/12/2021,2:30:00 AM,0,0,0,0
8/12/2021,3:00:00 AM,0,0,0,0
8/12/2021,3:30:00 AM,0,0,0,0
8/12/2021,4:00:00 AM,0,0,0,0
8/12/2021,4:30:00 AM,0,0,0,0
8/12/2021,5:00:00 AM,0,0,0,0
8/12/2021,5:30:00 AM,0,0,0,0
8/12/2021,6:00:00 AM,0,0,0,0
8/12/2021,6:30:00 AM,0,0,0,0
8/12/2021,7:00:00 AM,0,0,0,0
8/12/2021,7:30:00 AM,0,0,0,0
8/12/2021,8:00:00 AM,0,0,0,0
8/12/2021,8:30:00 AM,0,0,0,0
8/12/2021,9:00:00 AM,0,0,0,0
8/12/2021,9:30:00 AM,0,0,0,0
8/12/2021,10:00:00 AM,0,0,0,0
8/12/2021,10:30:00 AM,0,0,0,0
8/12/2021,11:00:00 AM,0,0,0,0
8/12/2021,11:30:00 AM,0,0,0,0
8/12/2021,12:00:00 PM,0,0,0,0
8/12/2021,12:30:00 PM,0,0,0,0
8/12/2021,1:00:00 PM,0,0,0,0
8/12/2021,1:30:00 PM,0,0,0,0
8/12/2021,2:00:00 PM,0,0,0,0
8/12/2021,2:30:00 PM,0,0,0,0
8/12/2021,3:00:00 PM,0,0,0,0
8/12/2021,3:30:00 PM,0,0,0,0
8/12/2021,4:00:00 PM,0,0,0,0
8/12/2021,4:30:00 PM,0,0,0,0
8/12/2021,5:00:00 PM,0,0,0,0
8/12/2021,6:30:00 PM,0,0,0,0
8/12/2021,7:00:00 PM,0,0,0,0
8/12/2021,7:30:00 PM,0,0,0,0
8/12/2021,8:00:00 PM,0,0,0,0
8/12/2021,8:30:00 PM,0,0,0,0
8/12/2021,9:00:00 PM,0,0,0,0
8/12/2021,9:30:00 PM,0,0,0,0
8/12/2021,10:00:00 PM,0,0,0,0
8/12/2021,10:30:00 PM,0,0,0,0
8/12/2021,11:00:00 PM,0,0,0,0
8/12/2021,11:30:00 PM,0,0,0,0
8/13/2021,12:00:00 AM,0,1,0,0
8/13/2021,12:30:00 AM,0,0,0,0
8/13/2021,1:00:00 AM,0,0,0,0
8/13/2021,1:30:00 AM,0,0,0,0
8/13/2021,2:00:00 AM,0,0,0,0
8/13/2021,2:30:00 AM,0,0,0,0
8/13/2021,3:00:00 AM,0,0,0,0
8/13/2021,3:30:00 AM,0,0,0,0
8/13/2021,4:00:00 AM,0,0,0,0
8/13/2021,4:30:00 AM,0,0,0,0
8/13/2021,5:00:00 AM,0,0,0,0
8/13/2021,5:30:00 AM,0,0,0,0
8/13/2021,6:00:00 AM,0,0,0,0
8/13/2021,6:30:00 AM,0,0,0,0
8/13/2021,7:00:00 AM,0,0,0,0
8/13/2021,7:30:00 AM,0,0,0,0
8/13/2021,8:00:00 AM,0,0,0,0
8/13/2021,8:30:00 AM,0,0,0,0
8/13/2021,9:00:00 AM,0,0,0,0
8/13/2021,9:30:00 AM,0,0,0,0
8/13/2021,10:00:00 AM,0,0,0,1
8/13/2021,10:30:00 AM,0,0,0,0
8/13/2021,11:00:00 AM,1,0,0,0
8/13/2021,11:30:00 AM,0,0,0,0
8/13/2021,12:00:00 PM,0,0,0,0
8/13/2021,12:30:00 PM,0,0,0,0
8/13/2021,1:00:00 PM,0,0,0,0
8/13/2021,1:30:00 PM,0,0,0,0
8/13/2021,2:00:00 PM,0,0,0,0
8/13/2021,2:30:00 PM,0,0,0,0
8/13/2021,3:00:00 PM,0,0,0,0
8/13/2021,3:30:00 PM,0,0,1,0
8/13/2021,4:00:00 PM,0,0,0,0
8/13/2021,4:30:00 PM,0,0,0,0
8/13/2021,5:00:00 PM,0,0,0,0
8/15/2021,6:30:00 PM,0,1,0,0
8/15/2021,7:00:00 PM,0,0,0,0
8/15/2021,7:30:00 PM,0,0,0,0
8/15/2021,8:00:00 PM,0,0,0,0
8/15/2021,8:30:00 PM,0,0,0,0
8/15/2021,9:00:00 PM,0,0,0,0
8/15/2021,9:30:00 PM,0,0,0,0
8/15/2021,10:00:00 PM,0,0,0,0
8/15/2021,10:30:00 PM,0,0,0,0
8/15/2021,11:00:00 PM,0,0,0,0
8/15/2021,11:30:00 PM,0,0,0,0
8/16/2021,12:00:00 AM,0,0,0,0
8/16/2021,12:30:00 AM,0,0,0,0
8/16/2021,1:00:00 AM,0,0,0,0
8/16/2021,1:30:00 AM,0,0,0,0
8/16/2021,2:00:00 AM,0,0,0,0
8/16/2021,2:30:00 AM,0,0,0,0
8/16/2021,3:00:00 AM,0,0,0,0
8/16/2021,3:30:00 AM,0,0,0,0
8/16/2021,4:00:00 AM,0,0,0,0
8/16/2021,4:30:00 AM,0,0,0,0
8/16/2021,5:00:00 AM,0,0,0,0
8/16/2021,5:30:00 AM,0,0,0,0
8/16/2021,6:00:00 AM,0,0,0,0
8/16/2021,6:30:00 AM,0,0,0,0
8/16/2021,7:00:00 AM,0,0,0,0
8/16/2021,7:30:00 AM,0,0,0,0
8/16/2021,8:00:00 AM,0,0,0,0
8/16/2021,8:30:00 AM,0,0,0,0
8/16/2021,9:00:00 AM,0,0,0,0
8/16/2021,9:30:00 AM,0,0,0,0
8/16/2021,10:00:00 AM,0,0,0,0
8/16/2021,10:30:00 AM,0,0,0,0
8/16/2021,11:00:00 AM,0,0,0,0
8/16/2021,11:30:00 AM,0,0,0,0
8/16/2021,12:00:00 PM,0,0,0,0
8/16/2021,12:30:00 PM,0,0,0,0
8/16/2021,1:00:00 PM,0,0,0,0
8/16/2021,1:30:00 PM,0,0,0,0
8/16/2021,2:00:00 PM,0,0,0,0
8/16/2021,2:30:00 PM,0,0,0,0
8/16/2021,3:00:00 PM,0,0,0,0
8/16/2021,3:30:00 PM,0,0,0,0
8/16/2021,4:00:00 PM,0,0,0,0
8/16/2021,4:30:00 PM,0,0,0,0
8/16/2021,5:00:00 PM,0,0,0,0
8/16/2021,6:30:00 PM,0,0,0,0
8/16/2021,7:00:00 PM,0,0,0,0
8/16/2021,7:30:00 PM,0,0,0,0
8/16/2021,8:00:00 PM,0,0,0,0
8/16/2021,8:30:00 PM,0,0,0,1
8/16/2021,9:00:00 PM,0,0,0,0
8/16/2021,9:30:00 PM,0,0,0,0
8/16/2021,10:00:00 PM,0,0,0,0
8/16/2021,10:30:00 PM,0,0,0,0
8/16/2021,11:00:00 PM,0,0,0,0
8/16/2021,11:30:00 PM,0,0,0,0
8/17/2021,12:00:00 AM,0,1,0,0
8/17/2021,12:30:00 AM,0,0,0,0
8/17/2021,1:00:00 AM,0,0,0,0
8/17/2021,1:30:00 AM,0,0,0,0
8/17/2021,2:00:00 AM,0,0,0,0
8/17/2021,2:30:00 AM,0,0,0,0
8/17/2021,3:00:00 AM,0,0,0,0
8/17/2021,3:30:00 AM,0,0,0,0
8/17/2021,4:00:00 AM,0,0,0,0
8/17/2021,4:30:00 AM,0,0,0,0
8/17/2021,5:00:00 AM,0,0,0,0
8/17/2021,5:30:00 AM,0,0,0,0
8/17/2021,6:00:00 AM,0,0,0,0
8/17/2021,6:30:00 AM,0,0,0,0
8/17/2021,7:00:00 AM,0,0,0,0
8/17/2021,7:30:00 AM,0,0,0,0
8/17/2021,8:00:00 AM,0,0,0,0
8/17/2021,8:30:00 AM,0,0,0,0
8/17/2021,9:00:00 AM,0,0,0,0
8/17/2021,9:30:00 AM,0,0,0,0
8/17/2021,10:00:00 AM,0,0,0,0
8/17/2021,10:30:00 AM,0,0,0,0
8/17/2021,11:00:00 AM,0,0,0,0
8/17/2021,11:30:00 AM,0,0,0,0
8/17/2021,12:00:00 PM,0,0,0,0
8/17/2021,12:30:00 PM,1,0,0,0
8/17/2021,1:00:00 PM,0,0,0,0
8/17/2021,1:30:00 PM,0,0,0,0
8/17/2021,2:00:00 PM,0,0,0,0
8/17/2021,2:30:00 PM,0,0,0,0
8/17/2021,3:00:00 PM,0,0,0,0
8/17/2021,3:30:00 PM,0,0,0,0
8/17/2021,4:00:00 PM,0,0,0,0
8/17/2021,4:30:00 PM,0,0,0,0
8/17/2021,5:00:00 PM,0,0,0,0
8/17/2021,6:30:00 PM,0,0,0,0
8/17/2021,7:00:00 PM,0,0,0,0
8/17/2021,7:30:00 PM,0,0,0,0
8/17/2021,8:00:00 PM,0,0,0,1
8/17/2021,8:30:00 PM,0,0,0,0
8/17/2021,9:00:00 PM,0,0,0,0
8/17/2021,9:30:00 PM,0,0,0,0
8/17/2021,10:00:00 PM,0,0,0,0
8/17/2021,10:30:00 PM,0,0,0,0
8/17/2021,11:00:00 PM,0,0,0,0
8/17/2021,11:30:00 PM,0,0,0,0
8/18/2021,12:00:00 AM,0,0,0,0
8/18/2021,12:30:00 AM,0,0,0,0
8/18/2021,1:00:00 AM,0,0,0,0
8/18/2021,1:30:00 AM,0,0,0,0
8/18/2021,2:00:00 AM,0,0,0,0
8/18/2021,2:30:00 AM,0,0,0,0
8/18/2021,3:00:00 AM,0,0,0,0
8/18/2021,3:30:00 AM,0,0,0,0
8/18/2021,4:00:00 AM,0,0,0,0
8/18/2021,4:30:00 AM,0,0,0,0
8/18/2021,5:00:00 AM,0,0,0,0
8/18/2021,5:30:00 AM,0,0,0,0
8/18/2021,6:00:00 AM,0,0,0,0
8/18/2021,6:30:00 AM,0,0,0,0
8/18/2021,7:00:00 AM,0,0,1,0
8/18/2021,7:30:00 AM,0,0,0,0
8/18/2021,8:00:00 AM,0,0,0,0
8/18/2021,8:30:00 AM,0,0,0,0
8/18/2021,9:00:00 AM,0,0,0,0
8/18/2021,9:30:00 AM,0,0,0,0
8/18/2021,10:00:00 AM,0,0,0,0
8/18/2021,10:30:00 AM,0,0,0,0
8/18/2021,11:00:00 AM,0,0,0,0
8/18/2021,11:30:00 AM,0,0,0,0
8/18/2021,12:00:00 PM,0,0,0,0
8/18/2021,12:30:00 PM,0,0,0,0
8/18/2021,1:00:00 PM,0,0,0,0
8/18/2021,1:30:00 PM,0,0,0,0
8/18/2021,2:00:00 PM,0,0,0,0
8/18/2021,2:30:00 PM,0,0,0,0
8/18/2021,3:00:00 PM,0,0,0,0
8/18/2021,3:30:00 PM,0,0,0,0
8/18/2021,4:00:00 PM,0,0,0,0
8/18/2021,4:30:00 PM,0,0,0,0
8/18/2021,5:00:00 PM,0,0,0,0
8/18/2021,6:30:00 PM,0,0,0,0
8/18/2021,7:00:00 PM,0,0,0,0
8/18/2021,7:30:00 PM,0,0,0,0
8/18/2021,8:00:00 PM,0,0,0,0
8/18/2021,8:30:00 PM,0,0,0,0
8/18/2021,9:00:00 PM,0,0,0,0
8/18/2021,9:30:00 PM,0,0,0,0
8/18/2021,10:00:00 PM,0,0,0,0
8/18/2021,10:30:00 PM,0,0,0,0
8/18/2021,11:00:00 PM,0,0,0,0
8/18/2021,11:30:00 PM,0,0,0,0
8/19/2021,12:00:00 AM,0,0,0,0
8/19/2021,12:30:00 AM,0,0,0,0
8/19/2021,1:00:00 AM,0,0,0,0
8/19/2021,1:30:00 AM,0,0,0,0
8/19/2021,2:00:00 AM,0,0,0,0
8/19/2021,2:30:00 AM,0,0,0,0
8/19/2021,3:00:00 AM,0,0,0,0
8/19/2021,3:30:00 AM,0,0,0,0
8/19/2021,4:00:00 AM,0,0,0,0
8/19/2021,4:30:00 AM,0,0,0,0
8/19/2021,5:00:00 AM,0,0,0,0
8/19/2021,5:30:00 AM,0,0,0,0
8/19/2021,6:00:00 AM,0,0,0,0
8/19/2021,6:30:00 AM,0,0,0,0
8/19/2021,7:00:00 AM,0,0,0,0
8/19/2021,7:30:00 AM,0,0,0,0
8/19/2021,8:00:00 AM,0,0,0,0
